$CANSAT,54,17.33,965.06,405.97,20
$CANSAT,55,17.24,965.24,411.89,2D
$CANSAT,56,17.1,964.8,417.42,27
$CANSAT,57,17.06,963.67,425.49,25
$CANSAT,58,17.44,962.11,433.69,29
$CANSAT,59,17.37,962.14,442.37,24
$CANSAT,60,16.8,959.8,451.87,2F
$CANSAT,61,16.8,959.94,456.93,19
$CANSAT,62,17.01,958.92,466.28,26
$CANSAT,63,16.84,957.52,471.78,2B
$CANSAT,64,17.02,958.0,477.24,14
$CANSAT,65,16.61,955.85,486.39,23
$CANSAT,66,16.55,954.87,495.96,23
$CANSAT,67,16.71,954.99,501.39,22
$CANSAT,68,16.82,954.04,507.33,29
$CANSAT,69,16.41,952.55,515.08,2E
$CANSAT,70,16.78,951.73,523.28,2C
$CANSAT,71,16.75,950.36,532.21,29
$CANSAT,72,16.4,950.01,539.64,12
$CANSAT,73,16.68,949.71,545.31,2D
$CANSAT,74,16.23,948.01,554.52,26
$CANSAT,75,16.45,948.21,564.42,27
$CANSAT,76,16.2,946.88,571.28,12
$CANSAT,77,16.36,946.02,578.07,22
$CANSAT,78,16.04,945.92,583.5,10
$CANSAT,79,16.14,944.68,590.32,22
$CANSAT,80,16.17,942.43,600.02,21
$CANSAT,81,16.16,942.65,608.81,26
$CANSAT,82,16.09,941.02,614.74,2E
$CANSAT,83,16.01,940.46,622.09,29
$CANSAT,84,15.88,939.89,631.44,2A
$CANSAT,85,16.1,938.98,639.9,29
$CANSAT,86,15.54,938.33,648.22,27
$CANSAT,87,15.65,936.91,656.61,2A
$CANSAT,88,15.9,935.37,662.84,1C
$CANSAT,89,15.82,934.89,670.12,26
$CANSAT,90,15.84,935.11,678.2,11
$CANSAT,91,15.75,933.6,686.69,12
$CANSAT,92,15.43,932.95,693.7,13
$CANSAT,93,15.16,932.44,700.67,23
$CANSAT,94,15.49,931.41,708.12,22
$CANSAT,95,15.19,929.6,714.54,13
$CANSAT,96,15.14,929.47,722.68,22
$CANSAT,97,15.23,929.01,731.95,25
$CANSAT,98,14.94,927.39,739.32,27
$CANSAT,99,14.93,926.17,746.23,24
$CANSAT,100,15.16,925.02,754.01,1D
$CANSAT,101,14.79,924.05,761.96,1A
$CANSAT,102,15.17,923.41,769.04,14
$CANSAT,103,15.19,922.51,778.27,1A
$CANSAT,104,14.84,923.41,784.07,19
$CANSAT,105,14.77,921.55,792.09,1A
$CANSAT,106,14.69,920.84,801.42,11
$CANSAT,107,14.59,921.56,794.28,12
$CANSAT,108,14.77,922.41,786.52,1A
$CANSAT,109,14.88,922.87,778.0,27
$CANSAT,110,14.73,924.85,770.2,25
$CANSAT,111,15.06,925.71,761.87,10
$CANSAT,112,15.22,926.54,754.28,12
$CANSAT,113,15.41,925.94,747.21,12
$CANSAT,114,15.01,926.99,739.22,15
$CANSAT,115,15.51,927.34,732.67,1D
$CANSAT,116,15.4,928.51,723.26,27
$CANSAT,117,15.59,929.51,714.38,14
$CANSAT,118,15.22,931.09,705.46,1A
$CANSAT,119,15.55,932.21,695.58,15
$CANSAT,120,15.45,933.28,687.29,13
